apply_decision,decided_at,decision_id,decision_type,evidence_quote,issue_category,notes,priority_level,reason,review_id,reviewer_id,short_title,source_url,target_ids,target_type
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_record_rec_src_search_31cd9572c4dd_012,accept_validation_result,"1 Date: 1/22/26 This weekly report from the New York State Department of Health presents summaries of select ongoing and emerging infectious disease outbreaks of interest to public health professionals and the public, both globally and in the United States. The Global Health Update summaries include preliminary and up-to-date data that are publicly available for these events at the time of posting. Because this report aggregates and summarizes data and information from outside sources, the quality, accuracy or completeness of that data, and the appropriateness of the methodology used, cannot be guaranteed. Please refer directly to those sources for any data questions. Because the report includes preliminary information, subsequent reports may contain updates or revisions to information...",missing_required_fields_review,"What decision, if any, should a human reviewer record?",P2_medium,Review required: missing_required_fields_review,review_record_rec_src_search_31cd9572c4dd_012,REPLACE_WITH_REVIEWER_ID,missing required fields review - review_record_rec_src_search_31cd9572c4dd_012 - [PDF] Second Locally Acquired Case of 2025 Reported in F...,https://globalhealthreports.health.ny.gov/sites/default/files/2026-01/Global%20Health%20Update%201.22.26%20-%20Final.pdf,rec_src_search_31cd9572c4dd_012,validation_result
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_record_rec_src_search_31cd9572c4dd_013,accept_validation_result,"1 Date: 1/22/26 This weekly report from the New York State Department of Health presents summaries of select ongoing and emerging infectious disease outbreaks of interest to public health professionals and the public, both globally and in the United States. The Global Health Update summaries include preliminary and up-to-date data that are publicly available for these events at the time of posting. Because this report aggregates and summarizes data and information from outside sources, the quality, accuracy or completeness of that data, and the appropriateness of the methodology used, cannot be guaranteed. Please refer directly to those sources for any data questions. Because the report includes preliminary information, subsequent reports may contain updates or revisions to information...",missing_required_fields_review,"What decision, if any, should a human reviewer record?",P2_medium,Review required: missing_required_fields_review,review_record_rec_src_search_31cd9572c4dd_013,REPLACE_WITH_REVIEWER_ID,missing required fields review - review_record_rec_src_search_31cd9572c4dd_013 - [PDF] Second Locally Acquired Case of 2025 Reported in F...,https://globalhealthreports.health.ny.gov/sites/default/files/2026-01/Global%20Health%20Update%201.22.26%20-%20Final.pdf,rec_src_search_31cd9572c4dd_013,validation_result
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_record_rec_src_search_31cd9572c4dd_014,accept_validation_result,"1 Date: 1/22/26 This weekly report from the New York State Department of Health presents summaries of select ongoing and emerging infectious disease outbreaks of interest to public health professionals and the public, both globally and in the United States. The Global Health Update summaries include preliminary and up-to-date data that are publicly available for these events at the time of posting. Because this report aggregates and summarizes data and information from outside sources, the quality, accuracy or completeness of that data, and the appropriateness of the methodology used, cannot be guaranteed. Please refer directly to those sources for any data questions. Because the report includes preliminary information, subsequent reports may contain updates or revisions to information...",missing_required_fields_review,"What decision, if any, should a human reviewer record?",P2_medium,Review required: missing_required_fields_review,review_record_rec_src_search_31cd9572c4dd_014,REPLACE_WITH_REVIEWER_ID,missing required fields review - review_record_rec_src_search_31cd9572c4dd_014 - [PDF] Second Locally Acquired Case of 2025 Reported in F...,https://globalhealthreports.health.ny.gov/sites/default/files/2026-01/Global%20Health%20Update%201.22.26%20-%20Final.pdf,rec_src_search_31cd9572c4dd_014,validation_result
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_record_rec_src_search_31cd9572c4dd_015,accept_validation_result,"1 Date: 1/22/26 This weekly report from the New York State Department of Health presents summaries of select ongoing and emerging infectious disease outbreaks of interest to public health professionals and the public, both globally and in the United States. The Global Health Update summaries include preliminary and up-to-date data that are publicly available for these events at the time of posting. Because this report aggregates and summarizes data and information from outside sources, the quality, accuracy or completeness of that data, and the appropriateness of the methodology used, cannot be guaranteed. Please refer directly to those sources for any data questions. Because the report includes preliminary information, subsequent reports may contain updates or revisions to information...",missing_required_fields_review,"What decision, if any, should a human reviewer record?",P2_medium,Review required: missing_required_fields_review,review_record_rec_src_search_31cd9572c4dd_015,REPLACE_WITH_REVIEWER_ID,missing required fields review - review_record_rec_src_search_31cd9572c4dd_015 - [PDF] Second Locally Acquired Case of 2025 Reported in F...,https://globalhealthreports.health.ny.gov/sites/default/files/2026-01/Global%20Health%20Update%201.22.26%20-%20Final.pdf,rec_src_search_31cd9572c4dd_015,validation_result
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_record_rec_src_search_31cd9572c4dd_016,accept_validation_result,"1 Date: 1/22/26 This weekly report from the New York State Department of Health presents summaries of select ongoing and emerging infectious disease outbreaks of interest to public health professionals and the public, both globally and in the United States. The Global Health Update summaries include preliminary and up-to-date data that are publicly available for these events at the time of posting. Because this report aggregates and summarizes data and information from outside sources, the quality, accuracy or completeness of that data, and the appropriateness of the methodology used, cannot be guaranteed. Please refer directly to those sources for any data questions. Because the report includes preliminary information, subsequent reports may contain updates or revisions to information...",missing_required_fields_review,"What decision, if any, should a human reviewer record?",P2_medium,Review required: missing_required_fields_review,review_record_rec_src_search_31cd9572c4dd_016,REPLACE_WITH_REVIEWER_ID,missing required fields review - review_record_rec_src_search_31cd9572c4dd_016 - [PDF] Second Locally Acquired Case of 2025 Reported in F...,https://globalhealthreports.health.ny.gov/sites/default/files/2026-01/Global%20Health%20Update%201.22.26%20-%20Final.pdf,rec_src_search_31cd9572c4dd_016,validation_result
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_0b6168dbc1ac,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_0b6168dbc1ac,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_0b6168dbc1ac - [PDF] Florida Arbovirus Surveillance,https://www.floridahealth.gov/wp-content/uploads/2026/01/2025Week42ArbovirusReport_10-18-25.pdf,src_search_0b6168dbc1ac,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_1b7b98980b61,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_1b7b98980b61,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_1b7b98980b61 - Current Year Data (2026) | Dengue | CDC,https://www.cdc.gov/dengue/data-research/facts-stats/current-data.html,src_search_1b7b98980b61,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_24c5b0ef4721,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_24c5b0ef4721,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_24c5b0ef4721 - [PDF] Florida Arbovirus Surveillance,https://www.floridahealth.gov/wp-content/uploads/2025/07/2025-8-arbovirus-surveillance.pdf,src_search_24c5b0ef4721,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_526c2e2794af,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_526c2e2794af,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_526c2e2794af - Using Routine Surveillance Data to Assess Dengue Virus Transmission Ris...,https://wwwnc.cdc.gov/eid/article/32/2/25-1217_article,src_search_526c2e2794af,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_5aec5f976eeb,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_5aec5f976eeb,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_5aec5f976eeb - Dengue 2025 global surge: urgent call to bolster hospital ... - PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC12768135,src_search_5aec5f976eeb,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_60f9228c083d,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_60f9228c083d,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_60f9228c083d - Dengue Multi-Country Outbreak - PAHO/WHO,https://www.paho.org/en/topics/dengue/dengue-multi-country-grade-3-outbreak,src_search_60f9228c083d,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_61d84b08b5f6,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_61d84b08b5f6,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_61d84b08b5f6 - Historic Data (2010-2025) | Dengue | CDC,https://www.cdc.gov/dengue/data-research/facts-stats/historic-data.html,src_search_61d84b08b5f6,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_b833a635676e,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_b833a635676e,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_b833a635676e - [PDF] Dengue Situation Update 725 - 10 July 2025,https://cdn.who.int/media/docs/default-source/wpro---documents/emergency/surveillance/dengue/dengue_20250710.pdf?sfvrsn=261f7f36_1,src_search_b833a635676e,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_ca32feb87a96,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_ca32feb87a96,REPLACE_WITH_REVIEWER_ID,"general review - review_core_metric_gap_src_search_ca32feb87a96 - PAHO updates dengue situation in the Americas, recommends strengthened...",https://www.paho.org/en/news/20-2-2026-paho-updates-dengue-situation-americas-recommends-strengthened-surveillance-and,src_search_ca32feb87a96,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_cab7ecda0f44,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_cab7ecda0f44,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_cab7ecda0f44 - Florida Arbovirus Reports - Pasco County Mosquito Control District,https://www.pascomosquito.org/florida-arbovirus-reports,src_search_cab7ecda0f44,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_d0df6d007394,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_d0df6d007394,REPLACE_WITH_REVIEWER_ID,"general review - review_core_metric_gap_src_search_d0df6d007394 - CDC issues dengue fever warning for spring, summer travelers",https://thehill.com/policy/healthcare/5203674-dengue-fever-rising-us-travelers,src_search_d0df6d007394,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_f8170b43e1cb,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_f8170b43e1cb,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_f8170b43e1cb - Arbovirus Surveillance - Florida Department of Health,https://www.floridahealth.gov/statistics-data/population-surveillance/arbovirus-surveillance,src_search_f8170b43e1cb,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_fbce10f4ecc0,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_fbce10f4ecc0,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_fbce10f4ecc0 - Ongoing Risk of Dengue Virus Infections and Updated Testing Recommendat...,https://www.cdc.gov/han/php/notices/han00523.html,src_search_fbce10f4ecc0,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_core_metric_gap_src_search_ff7b38a2792d,approve_source_role,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_core_metric_gap_src_search_ff7b38a2792d,REPLACE_WITH_REVIEWER_ID,general review - review_core_metric_gap_src_search_ff7b38a2792d - Situation reports - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/situation-reports,src_search_ff7b38a2792d,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_linking_event_011,accept_as_is,"1 Date: 1/22/26 This weekly report from the New York State Department of Health presents summaries of select ongoing and emerging infectious disease outbreaks of interest to public health professionals and the public, both globally and in the United States. The Global Health Update summaries include preliminary and up-to-date data that are publicly available for these events at the time of posting. Because this report aggregates and summarizes data and information from outside sources, the quality, accuracy or completeness of that data, and the appropriateness of the methodology used, cannot be guaranteed. Please refer directly to those sources for any data questions. Because the report includes preliminary information, subsequent reports may contain updates or revisions to information...",general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_linking_event_011,REPLACE_WITH_REVIEWER_ID,general review - review_linking_event_011 - [PDF] Second Locally Acquired Case of 2025 Reported in Florida,https://globalhealthreports.health.ny.gov/sites/default/files/2026-01/Global%20Health%20Update%201.22.26%20-%20Final.pdf,rec_src_search_31cd9572c4dd_001; rec_src_search_31cd9572c4dd_002; rec_src_search_31cd9572c4dd_003; rec_src_search_31cd9572c4dd_004; rec_src_search_31cd9572c4dd_005; rec_src_search_31cd9572c4dd_006; rec_src_search_31cd9572c4dd_007; rec_src_search_31cd9572c4dd_008; rec_src_search_31cd9572c4dd_009; rec_src_search_31cd9572c4dd_010; rec_src_search_31cd9572c4dd_011; rec_src_search_31cd9572c4dd_012; rec_src_search_31cd9572c4dd_013; rec_src_search_31cd9572c4dd_014; rec_src_search_31cd9572c4dd_015; rec_src_search_31cd9572c4dd_016,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_051cb6779b0a,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_051cb6779b0a,REPLACE_WITH_REVIEWER_ID,general review - review_source_src_search_051cb6779b0a - Imported Dengue Case Numbers and Local Climatic Patterns Are ...,https://www.mdpi.com/2075-4450/13/2/163,src_search_051cb6779b0a,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_19e4b6b2e376,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_19e4b6b2e376,REPLACE_WITH_REVIEWER_ID,general review - review_source_src_search_19e4b6b2e376 - News Release – DOH Reports 14th Travel-Related Dengue Virus Case of 2025 | Gover...,https://governor.hawaii.gov/newsroom/news-release-doh-reports-14th-travel-related-dengue-virus-case-of-2025,src_search_19e4b6b2e376,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_302edcfa2635,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_302edcfa2635,REPLACE_WITH_REVIEWER_ID,general review - review_source_src_search_302edcfa2635 - What is dengue? Mosquito-borne illness reported in Florida counties,https://www.floridatoday.com/story/news/2025/07/30/what-is-dengue-symptoms-to-watch-for-florida-cases-brevard-miami-dade-county/85438435007,src_search_302edcfa2635,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_304300adfbfc,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_304300adfbfc,REPLACE_WITH_REVIEWER_ID,general review - review_source_src_search_304300adfbfc - Florida reports 1st dengue local transmission case of 2025,https://outbreaknewstoday.substack.com/p/florida-reports-1st-dengue-local,src_search_304300adfbfc,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_53763309bf94,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_53763309bf94,REPLACE_WITH_REVIEWER_ID,general review - review_source_src_search_53763309bf94 - Dengue in Florida: What to know - Emerging Pathogens Institute,https://epi.ufl.edu/2025/06/24/dengue-in-florida-what-to-know,src_search_53763309bf94,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_538a1d433fd1,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_538a1d433fd1,REPLACE_WITH_REVIEWER_ID,general review - review_source_src_search_538a1d433fd1 - Dengue Epidemiological Situation in the Region of the Americas - Epidemiological...,https://www.paho.org/en/documents/dengue-epidemiological-situation-region-americas-epidemiological-week-20-2026,src_search_538a1d433fd1,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_6cc03a0a2cfe,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_6cc03a0a2cfe,REPLACE_WITH_REVIEWER_ID,"general review - review_source_src_search_6cc03a0a2cfe - Brevard topped the 2025 locally acquired dengue fever cases, with ...",https://www.facebook.com/Floridatoday/posts/brevard-topped-the-2025-locally-acquired-dengue-fever-cases-with-35-of-62-statew/1342224017947611,src_search_6cc03a0a2cfe,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_74e6da22c7aa,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_74e6da22c7aa,REPLACE_WITH_REVIEWER_ID,general review - review_source_src_search_74e6da22c7aa - Fatal Dengue Acquired in Florida - PMC - NIH,https://pmc.ncbi.nlm.nih.gov/articles/PMC11304554,src_search_74e6da22c7aa,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_ba28ea669df7,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_ba28ea669df7,REPLACE_WITH_REVIEWER_ID,general review - review_source_src_search_ba28ea669df7 - Report finds 359% rise in U.S. cases of dengue | AHA News,https://www.aha.org/news/headline/2026-05-15-report-finds-359-rise-us-cases-dengue,src_search_ba28ea669df7,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_be4bdb98b361,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_be4bdb98b361,REPLACE_WITH_REVIEWER_ID,"general review - review_source_src_search_be4bdb98b361 - Florida Dengue travel cases exceed this year's expectations, data ...",https://www.wusf.org/health-news-florida/2024-06-27/florida-dengue-travel-cases-exceed-expectations-state-data-mosquito-control,src_search_be4bdb98b361,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_d0df6d007394,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_d0df6d007394,REPLACE_WITH_REVIEWER_ID,"general review - review_source_src_search_d0df6d007394 - CDC issues dengue fever warning for spring, summer travelers",https://thehill.com/policy/healthcare/5203674-dengue-fever-rising-us-travelers,src_search_d0df6d007394,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_src_search_fbcc657a07a3,approve_source_role,,general_review,"What decision, if any, should a human reviewer record?",P3_low,Review required: general_review,review_source_src_search_fbcc657a07a3,REPLACE_WITH_REVIEWER_ID,general review - review_source_src_search_fbcc657a07a3 - Dengue fever Florida. Symptoms watch for. - Sarasota Herald-Tribune,https://www.heraldtribune.com/story/news/2024/06/24/dengue-fever-florida-cases-symptoms-mosquitoes/74193846007,src_search_fbcc657a07a3,source
