edge_type,reason,source,source_type,target,target_type,warnings
fetched_as,document.source_id links to source,source:src_search_9d3a148dc974,source,document:doc_001,document,
fetched_as,document.source_id links to source,source:src_search_d1d6036be2f6,source,document:doc_002,document,
fetched_as,document.source_id links to source,source:src_search_3109afb35d90,source,document:doc_003,document,
fetched_as,document.source_id links to source,source:src_search_fec37a5bcdfb,source,document:doc_004,document,
fetched_as,document.source_id links to source,source:src_search_283a8bed6a9d,source,document:doc_005,document,
fetched_as,document.source_id links to source,source:src_search_c912e73d8e7e,source,document:doc_006,document,
fetched_as,document.source_id links to source,source:src_search_7cb311dd75e6,source,document:doc_007,document,
fetched_as,document.source_id links to source,source:src_search_2eb069f08192,source,document:doc_008,document,
fetched_as,document.source_id links to source,source:src_search_7acdcc881c7b,source,document:doc_009,document,
fetched_as,document.source_id links to source,source:src_search_87bd434eacdf,source,document:doc_010,document,
fetched_as,document.source_id links to source,source:src_search_c62c62e520ae,source,document:doc_011,document,
fetched_as,document.source_id links to source,source:src_search_da86b7826545,source,document:doc_012,document,
fetched_as,document.source_id links to source,source:src_search_3b88e198ee65,source,document:doc_013,document,
fetched_as,document.source_id links to source,source:src_search_ac2170651876,source,document:doc_014,document,
fetched_as,document.source_id links to source,source:src_search_78fdd46eb63c,source,document:doc_015,document,
fetched_as,document.source_id links to source,source:src_search_74152a4ae4ab,source,document:doc_016,document,
fetched_as,document.source_id links to source,source:src_search_14e93bfe3eec,source,document:doc_017,document,
fetched_as,document.source_id links to source,source:src_search_3e232b5b243d,source,document:doc_018,document,
fetched_as,document.source_id links to source,source:src_search_62409e4d2cf9,source,document:doc_019,document,
fetched_as,document.source_id links to source,source:src_search_9570e9e8018b,source,document:doc_020,document,
fetched_as,document.source_id links to source,source:src_search_4344744ea569,source,document:doc_021,document,
fetched_as,document.source_id links to source,source:src_search_d3d9a2e23a80,source,document:doc_022,document,
fetched_as,document.source_id links to source,source:src_search_a9abbaac7c0e,source,document:doc_023,document,
fetched_as,document.source_id links to source,source:src_search_69d20bdba5cb,source,document:doc_024,document,
fetched_as,document.source_id links to source,source:src_search_ef917f9b28c7,source,document:doc_025,document,
fetched_as,document.source_id links to source,source:src_search_c2292d934097,source,document:doc_026,document,
fetched_as,document.source_id links to source,source:src_search_3f4cf9d46ec9,source,document:doc_027,document,
fetched_as,document.source_id links to source,source:src_search_8242cbb785a1,source,document:doc_028,document,
fetched_as,document.source_id links to source,source:src_search_6e578fc529e9,source,document:doc_029,document,
fetched_as,document.source_id links to source,source:src_search_01a036ecf63d,source,document:doc_030,document,
fetched_as,document.source_id links to source,source:src_search_1cb88aa8426c,source,document:doc_031,document,
fetched_as,document.source_id links to source,source:src_search_cd5fb2750261,source,document:doc_032,document,
fetched_as,document.source_id links to source,source:src_search_0132cfa4f779,source,document:doc_033,document,
fetched_as,document.source_id links to source,source:src_search_b9c871cc4117,source,document:doc_034,document,
fetched_as,document.source_id links to source,source:src_search_322beeaf24f0,source,document:doc_035,document,
fetched_as,document.source_id links to source,source:src_search_62040490ce12,source,document:doc_036,document,
fetched_as,document.source_id links to source,source:src_search_4e73f2d0f38f,source,document:doc_037,document,
fetched_as,document.source_id links to source,source:src_search_4250b5c89dbb,source,document:doc_038,document,
fetched_as,document.source_id links to source,source:src_search_642c004e56cf,source,document:doc_039,document,
fetched_as,document.source_id links to source,source:src_search_9d3a148dc974,source,document:doc_040,document,
