edge_type,reason,source,source_type,target,target_type,warnings
fetched_as,document.source_id links to source,source:src_search_55a815a5dfd8,source,document:doc_001,document,
fetched_as,document.source_id links to source,source:src_search_f28b6af274cc,source,document:doc_002,document,
fetched_as,document.source_id links to source,source:src_search_9f1bffa1139f,source,document:doc_003,document,
fetched_as,document.source_id links to source,source:src_search_0cb54d17a3e3,source,document:doc_004,document,
fetched_as,document.source_id links to source,source:src_search_4e6c9d96071d,source,document:doc_005,document,
fetched_as,document.source_id links to source,source:src_search_8a863e6c52f9,source,document:doc_006,document,
fetched_as,document.source_id links to source,source:src_search_422eae6f4cb9,source,document:doc_007,document,
fetched_as,document.source_id links to source,source:src_search_042037d6ca22,source,document:doc_008,document,
fetched_as,document.source_id links to source,source:src_search_066d8ce49c2c,source,document:doc_009,document,
fetched_as,document.source_id links to source,source:src_search_5f398ee9785b,source,document:doc_010,document,
fetched_as,document.source_id links to source,source:src_search_4520d2861241,source,document:doc_011,document,
fetched_as,document.source_id links to source,source:src_search_f58afbf42419,source,document:doc_012,document,
fetched_as,document.source_id links to source,source:src_search_9c7738debb9e,source,document:doc_013,document,
fetched_as,document.source_id links to source,source:src_search_e6a611dc2382,source,document:doc_014,document,
fetched_as,document.source_id links to source,source:src_search_89d26cc955fb,source,document:doc_015,document,
fetched_as,document.source_id links to source,source:src_search_fe4e8f3af932,source,document:doc_016,document,
fetched_as,document.source_id links to source,source:src_search_c23afe16a48a,source,document:doc_017,document,
fetched_as,document.source_id links to source,source:src_search_f4f555107be5,source,document:doc_018,document,
fetched_as,document.source_id links to source,source:src_search_7ace0ccbb60e,source,document:doc_019,document,
fetched_as,document.source_id links to source,source:src_search_90b5fc59aef2,source,document:doc_020,document,
fetched_as,document.source_id links to source,source:src_search_5bd1cae37e40,source,document:doc_021,document,
fetched_as,document.source_id links to source,source:src_search_1a6203f794f1,source,document:doc_022,document,
fetched_as,document.source_id links to source,source:src_search_b6376a8d9edc,source,document:doc_023,document,
fetched_as,document.source_id links to source,source:src_search_fc7158cd447e,source,document:doc_024,document,
fetched_as,document.source_id links to source,source:src_search_5fd7d33501e8,source,document:doc_025,document,
fetched_as,document.source_id links to source,source:src_search_9baddae323c5,source,document:doc_026,document,
fetched_as,document.source_id links to source,source:src_search_271588896c48,source,document:doc_027,document,
fetched_as,document.source_id links to source,source:src_search_8deb58866e68,source,document:doc_028,document,
fetched_as,document.source_id links to source,source:src_search_619f95867581,source,document:doc_029,document,
fetched_as,document.source_id links to source,source:src_search_52123c6cbbdd,source,document:doc_030,document,
fetched_as,document.source_id links to source,source:src_search_beb2acd883bf,source,document:doc_031,document,
fetched_as,document.source_id links to source,source:src_search_2e96f00ec58d,source,document:doc_032,document,
fetched_as,document.source_id links to source,source:src_search_1e36efa321f9,source,document:doc_033,document,
fetched_as,document.source_id links to source,source:src_search_1e7b9bff1f18,source,document:doc_034,document,
fetched_as,document.source_id links to source,source:src_search_c543063343d0,source,document:doc_035,document,
fetched_as,document.source_id links to source,source:src_search_9cacbefd56b5,source,document:doc_036,document,
fetched_as,document.source_id links to source,source:src_search_87a1569617ed,source,document:doc_037,document,
fetched_as,document.source_id links to source,source:src_search_55a815a5dfd8,source,document:doc_038,document,
fetched_as,document.source_id links to source,source:src_search_f28b6af274cc,source,document:doc_039,document,
fetched_as,document.source_id links to source,source:src_search_9f1bffa1139f,source,document:doc_040,document,
fetched_as,document.source_id links to source,source:src_search_0cb54d17a3e3,source,document:doc_041,document,
fetched_as,document.source_id links to source,source:src_search_4e6c9d96071d,source,document:doc_042,document,
fetched_as,document.source_id links to source,source:src_search_8a863e6c52f9,source,document:doc_043,document,
fetched_as,document.source_id links to source,source:src_search_422eae6f4cb9,source,document:doc_044,document,
fetched_as,document.source_id links to source,source:src_search_042037d6ca22,source,document:doc_045,document,
fetched_as,document.source_id links to source,source:src_search_066d8ce49c2c,source,document:doc_046,document,
fetched_as,document.source_id links to source,source:src_search_5f398ee9785b,source,document:doc_047,document,
fetched_as,document.source_id links to source,source:src_search_4520d2861241,source,document:doc_048,document,
fetched_as,document.source_id links to source,source:src_search_f58afbf42419,source,document:doc_049,document,
fetched_as,document.source_id links to source,source:src_search_9c7738debb9e,source,document:doc_050,document,
fetched_as,document.source_id links to source,source:src_search_e6a611dc2382,source,document:doc_051,document,
fetched_as,document.source_id links to source,source:src_search_89d26cc955fb,source,document:doc_052,document,
fetched_as,document.source_id links to source,source:src_search_fe4e8f3af932,source,document:doc_053,document,
fetched_as,document.source_id links to source,source:src_search_c23afe16a48a,source,document:doc_054,document,
fetched_as,document.source_id links to source,source:src_search_f4f555107be5,source,document:doc_055,document,
fetched_as,document.source_id links to source,source:src_search_7ace0ccbb60e,source,document:doc_056,document,
fetched_as,document.source_id links to source,source:src_search_90b5fc59aef2,source,document:doc_057,document,
fetched_as,document.source_id links to source,source:src_search_5bd1cae37e40,source,document:doc_058,document,
fetched_as,document.source_id links to source,source:src_search_1a6203f794f1,source,document:doc_059,document,
fetched_as,document.source_id links to source,source:src_search_b6376a8d9edc,source,document:doc_060,document,
fetched_as,document.source_id links to source,source:src_search_fc7158cd447e,source,document:doc_061,document,
fetched_as,document.source_id links to source,source:src_search_5fd7d33501e8,source,document:doc_062,document,
fetched_as,document.source_id links to source,source:src_search_9baddae323c5,source,document:doc_063,document,
fetched_as,document.source_id links to source,source:src_search_271588896c48,source,document:doc_064,document,
fetched_as,document.source_id links to source,source:src_search_8deb58866e68,source,document:doc_065,document,
fetched_as,document.source_id links to source,source:src_search_619f95867581,source,document:doc_066,document,
fetched_as,document.source_id links to source,source:src_search_52123c6cbbdd,source,document:doc_067,document,
fetched_as,document.source_id links to source,source:src_search_beb2acd883bf,source,document:doc_068,document,
fetched_as,document.source_id links to source,source:src_search_2e96f00ec58d,source,document:doc_069,document,
fetched_as,document.source_id links to source,source:src_search_1e36efa321f9,source,document:doc_070,document,
fetched_as,document.source_id links to source,source:src_search_1e7b9bff1f18,source,document:doc_071,document,
fetched_as,document.source_id links to source,source:src_search_c543063343d0,source,document:doc_072,document,
fetched_as,document.source_id links to source,source:src_search_9cacbefd56b5,source,document:doc_073,document,
fetched_as,document.source_id links to source,source:src_search_87a1569617ed,source,document:doc_074,document,
fetched_as,document.source_id links to source,source:src_search_6d0ae6050d3b,source,document:doc_075,document,
fetched_as,document.source_id links to source,source:src_search_5737ca939d71,source,document:doc_076,document,
fetched_as,document.source_id links to source,source:src_search_08f8dd56800e,source,document:doc_077,document,
fetched_as,document.source_id links to source,source:src_search_de67a8507994,source,document:doc_078,document,
fetched_as,document.source_id links to source,source:src_search_aefdcfcb3ad8,source,document:doc_079,document,
fetched_as,document.source_id links to source,source:src_search_f79ff78ee4b3,source,document:doc_080,document,
fetched_as,document.source_id links to source,source:src_search_8f2793bd15b1,source,document:doc_081,document,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_619f95867581_004,evidence_chunk,raw_record:rec_src_search_619f95867581_001,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_c543063343d0_004,evidence_chunk,raw_record:rec_src_search_c543063343d0_001,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_c543063343d0_004,evidence_chunk,raw_record:rec_src_search_c543063343d0_002,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_89d26cc955fb_005,evidence_chunk,raw_record:rec_src_search_89d26cc955fb_001,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_89d26cc955fb_005,evidence_chunk,raw_record:rec_src_search_89d26cc955fb_002,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_89d26cc955fb_007,evidence_chunk,raw_record:rec_src_search_89d26cc955fb_003,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_89d26cc955fb_008,evidence_chunk,raw_record:rec_src_search_89d26cc955fb_004,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_89d26cc955fb_008,evidence_chunk,raw_record:rec_src_search_89d26cc955fb_005,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_89d26cc955fb_009,evidence_chunk,raw_record:rec_src_search_89d26cc955fb_006,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_89d26cc955fb_009,evidence_chunk,raw_record:rec_src_search_89d26cc955fb_007,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_89d26cc955fb_010,evidence_chunk,raw_record:rec_src_search_89d26cc955fb_008,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_89d26cc955fb_012,evidence_chunk,raw_record:rec_src_search_89d26cc955fb_009,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_9cacbefd56b5_005,evidence_chunk,raw_record:rec_src_search_9cacbefd56b5_001,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_9cacbefd56b5_005,evidence_chunk,raw_record:rec_src_search_9cacbefd56b5_002,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_f4f555107be5_009,evidence_chunk,raw_record:rec_src_search_f4f555107be5_001,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_f4f555107be5_009,evidence_chunk,raw_record:rec_src_search_f4f555107be5_002,raw_record,
extracted_into,record.supporting_chunk_id links to evidence chunk,evidence_chunk:chunk_src_search_f4f555107be5_009,evidence_chunk,raw_record:rec_src_search_f4f555107be5_003,raw_record,
