anomaly_id,anomaly_status,anomaly_type,anomaly_unit,compared_field,date_or_period,detection_method,disease,event_cluster_id,evidence_summary,expected_or_reference_value,human_review_audit_ids,human_review_reason,location,needs_human_review,observed_value,reason,recommended_action,record_id,review_decision_ids,severity,source_id,source_ids,source_urls,threshold,validation_result_id,warnings
anom_001,open,deaths_without_case_reference,record,deaths,2025-03-31,deterministic_anomaly_detection,Measles,,"| [Download](/sites/default/files/2026/05/measles-outbreak-situation-report-7may-2026.pdf ""Situation Report #2: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 16 of 2026, countries in the Region of the Americas reported 18,352 confirmed measles cases including 15 deaths. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026.  Since the publication of Situation Report No. 1 (EW 12, 2026), an additional 3,887 confirmed cases including six deaths have been reported, reflecting continued expansion of outbreaks in Mexico and Guatemala, sustained transmission in Canada, and newly reported cases in Peru.  The highest number of confirmed cases in 2026 have been reported in Mexico (10,049 cases), Guatemala (5,399 cases), the United States of America (1,792 cases), and Canada (944 cases).  Transmission continues to disproportionately affect children, particularly those aged 1–9 years, with the highest incidence rates observed among infants aged under one year.  Available vaccination data indicate that a substantial proportion of confirmed cases occurred among unvaccinated individuals. |",,[],,Americas,False,32.0,deaths present but no comparable case count is available,human_review,rec_src_search_8242cbb785a1_002,[],low,src_search_8242cbb785a1,"[""src_search_8242cbb785a1""]","[""https://www.paho.org/en/documents/situation-report-2-measles-americas-region""]",,,"[""insufficient_case_reference""]"
anom_002,open,deaths_without_case_reference,record,deaths,2025-03-31,deterministic_anomaly_detection,Measles,,| Death | 1 (1.9) |,,[],,West Texas,False,1.0,deaths present but no comparable case count is available,human_review,rec_src_search_4e73f2d0f38f_003,[],low,src_search_4e73f2d0f38f,"[""src_search_4e73f2d0f38f""]","[""https://www.cdc.gov/mmwr/volumes/75/wr/mm7520a1.htm""]",,,"[""insufficient_case_reference""]"
anom_003,open,deaths_without_case_reference,record,deaths,2025-03-31,deterministic_anomaly_detection,Measles,,No additional deaths have been reported since a [second Texas child died](https://respiratory-therapy.com/disorders-diseases/infectious-diseases/other-infections/second-child-dies-of-measles-in-texas/) of “measles pulmonary failure” on April 6.,,[],,Texas,False,2.0,deaths present but no comparable case count is available,human_review,rec_src_search_831265159816_011,[],low,src_search_831265159816,"[""src_search_831265159816""]","[""https://respiratory-therapy.com/disorders-diseases/infectious-diseases/other-infections/texas-measles-outbreak-2025""]",,,"[""insufficient_case_reference""]"
anom_004,open,deaths_without_case_reference,record,deaths,2025-03-31,deterministic_anomaly_detection,Measles,,No additional deaths have been reported since a [second Texas child died](https://respiratory-therapy.com/disorders-diseases/infectious-diseases/other-infections/second-child-dies-of-measles-in-texas/) of “measles pulmonary failure” on April 6.,,[],,Texas,False,2.0,deaths present but no comparable case count is available,human_review,rec_src_search_831265159816_018,[],low,src_search_831265159816,"[""src_search_831265159816""]","[""https://respiratory-therapy.com/disorders-diseases/infectious-diseases/other-infections/texas-measles-outbreak-2025""]",,,"[""insufficient_case_reference""]"
anom_005,open,deaths_without_case_reference,record,deaths,2025-03-20,deterministic_anomaly_detection,Measles,,"According to the department’s data, 40 patients have been hospitalized, and no additional deaths have been reported.",,[],,Texas,False,0.0,deaths present but no comparable case count is available,human_review,rec_src_search_831265159816_028,[],low,src_search_831265159816,"[""src_search_831265159816""]","[""https://respiratory-therapy.com/disorders-diseases/infectious-diseases/other-infections/texas-measles-outbreak-2025""]",,,"[""insufficient_case_reference""]"
anom_006,open,out_of_scope_count_bearing_record,validation_result,task_scope,EW1-EW12 2026,deterministic_anomaly_detection,Measles,event_049,"| [Download](/sites/default/files/2026/04/pahomeaslessitrep1engupdated_0.pdf ""Situation Report #1: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 12 of 2026, countries in the Region of the Americas reported 14,465 confirmed measles cases. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026.  Genotyping information indicate that the D8 lineage has been identified across multiple countries and is associated with outbreaks in at least ten countries, suggesting widespread circulation of this strain in the Region.  The highest number of cases in 2026 have been reported in Mexico (n= 8,315), Guatemala (n= 3,687), the United States of America (n= 1,664), and Canada (n= 733), with ongoing transmission documented in Bolivia and other countries across the Region.  All age groups are affected; however, the highest number of cases has been reported among children, particularly those aged 1–9 years, followed by children and adolescents aged 10–19 years. Incidence rates are highest among children under one year of age.  A substantial proportion of cases occur among unvaccinated individuals, with available data indicating that approximately two-thirds of confirmed cases have no documented history of measles vaccination. |","{""disease"": ""Measles"", ""location"": ""United States"", ""time_window"": [2025, 2025]}",[],Stage 10 validation marked record outside requested scope: outside_time_window,Region of the Americas,True,"{""disease"": ""Measles"", ""location"": ""Region of the Americas"", ""date_or_period"": ""EW1-EW12 2026""}",Stage 10 validation marked record outside requested scope: outside_time_window,confirm_scope_or_reject_record,,[],high,,"[""src_search_6e578fc529e9""]","[""https://www.paho.org/en/documents/situation-report-1-measles-americas-region""]",,val_result_010,"[""outside_time_window""]"
anom_007,open,out_of_scope_count_bearing_record,validation_result,task_scope,EW1-EW12 2026,deterministic_anomaly_detection,Measles,event_050,"| [Download](/sites/default/files/2026/04/pahomeaslessitrep1engupdated_0.pdf ""Situation Report #1: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 12 of 2026, countries in the Region of the Americas reported 14,465 confirmed measles cases. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026.  Genotyping information indicate that the D8 lineage has been identified across multiple countries and is associated with outbreaks in at least ten countries, suggesting widespread circulation of this strain in the Region.  The highest number of cases in 2026 have been reported in Mexico (n= 8,315), Guatemala (n= 3,687), the United States of America (n= 1,664), and Canada (n= 733), with ongoing transmission documented in Bolivia and other countries across the Region.  All age groups are affected; however, the highest number of cases has been reported among children, particularly those aged 1–9 years, followed by children and adolescents aged 10–19 years. Incidence rates are highest among children under one year of age.  A substantial proportion of cases occur among unvaccinated individuals, with available data indicating that approximately two-thirds of confirmed cases have no documented history of measles vaccination. |","{""disease"": ""Measles"", ""location"": ""United States"", ""time_window"": [2025, 2025]}",[],Stage 10 validation marked record outside requested scope: outside_time_window,United States of America,True,"{""disease"": ""Measles"", ""location"": ""United States of America"", ""date_or_period"": ""EW1-EW12 2026""}",Stage 10 validation marked record outside requested scope: outside_time_window,confirm_scope_or_reject_record,,[],high,,"[""src_search_6e578fc529e9""]","[""https://www.paho.org/en/documents/situation-report-1-measles-americas-region""]",,val_result_011,"[""outside_time_window""]"
anom_008,open,validation_conflict_anomaly,validation_result,cases_unspecified,"January 1–April 17, 2025",deterministic_anomaly_detection,Measles,event_007,| ****Total measles cases**** | ****800 (100)**** | ****48 (6)**** | ****752 (94)**** |,,[],Validation result is a conflict: Sources report substantially different numeric values for the same linked event.,United States,True,"[{""record_id"": ""rec_src_search_3109afb35d90_002"", ""value"": 800.0}, {""record_id"": ""rec_src_search_3109afb35d90_003"", ""value"": 48.0}, {""record_id"": ""rec_src_search_3109afb35d90_004"", ""value"": 752.0}]",Validation result is a conflict: Sources report substantially different numeric values for the same linked event.,resolve_validation_conflict,,[],high,,"[""src_search_3109afb35d90""]","[""https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm""]",,val_result_079,"[""human_review_required""]"
anom_009,open,validation_conflict_anomaly,validation_result,case_definition,"as of March 7, 2025",deterministic_anomaly_detection,Measles,event_019,"According to the state’s data, 153 of the cases have occurred in children under the age of 18. Eighty of the 85 confirmed cases with a known vaccination status have occurred in unvaccinated persons, or 94%.",,[],Validation result is a conflict: Sources may use different case definitions or reporting categories.,Texas,True,"[{""record_id"": ""rec_src_search_831265159816_048"", ""value"": ""unspecified""}, {""record_id"": ""rec_src_search_831265159816_049"", ""value"": ""confirmed""}]",Validation result is a conflict: Sources may use different case definitions or reporting categories.,resolve_validation_conflict,,[],high,,"[""src_search_831265159816""]","[""https://respiratory-therapy.com/disorders-diseases/infectious-diseases/other-infections/texas-measles-outbreak-2025""]",,val_result_092,[]
anom_010,open,aggregate_member_mismatch,event_cluster,deaths,2025-03-31,deterministic_anomaly_detection,Measles,event_001,,64.0,[],event cluster canonical count differs from sum of comparable countable members,United States of America,True,32.0,event cluster canonical count differs from sum of comparable countable members,review_cluster_canonical_count,,[],medium,,[],[],,,[]
